Reviews,Ratings
"We just used this service for the first time in about 10 years, and it appears that the owners have changed since the last time we used them. The employees were great - very friendly. And the shuttle service was very fast - which is exactly what you want to see, after you come home from a really long flight. Something I didn't like was that they insist that everybody really pack their cars in pretty close to each other, so it felt a bit scary driving around the lot to get to the self-park spot, it felt a bit uncomfortably close to have the car so near the neighboring cars. And then when we came back, there were cars double-parked behind ours that needed to be moved before we could go home. I still think this place is better than the Park N Fly value lot - just because the Park N Fly value lot has poor shuttle service, even though their actual parking spaces were nice and wide. Also with this place, there's an attendant who helps with payment up front, so then you can just go home when you come back. In sum, I have mixed feelings about this place - we may still use it again, because it's got a great price. It wasn't without it's drawbacks though.",Positive
"I've been paying $30 a visit (morning-night) at the Airport Daily Park the last few times I've flown (day trips), and finally got sick of it. Its clearly too much, as demonstrated by the fact that the lot is really empty. As I'm pretty pedantic about my car (I'm the guy who always parks on the far side of the parking lot to avoid dings), I did plenty of research, and decided on this place. I had seen some reviews of Park and Fly that mentioned a long wait for shuttle to airport. I also considered ""Skypark"", but read some horror story reviews on Google about the valets putting dozens of kilometers on the car; and multiple complaints of car damage. Decided to give this place a try for a one night trip. Cost me $24 (with tax) for 2 days of parking. Pros: -price (I believe this is one of the cheapest options) -shuttle picks you up and drops you right at your car -I may have got lucky, but minimal waiting time for shuttle Cons: -the shuttle is on the small side. It has 3 rows behind the driver. Each time it was full, so some people had to crawl to the back, which was pretty difficult. -the lots are not covered, nor are they paved. Also, there is minimal lighting, which could be a security issue. I got lucky because the main lot was actually full, so I got to park at the paved overflow lot across the street -the overflow lot across the street did have some ice on the parking spot positions. I had to be really careful when I got out of the car. I will use again.",Positive
Can't think of anything they can really improve on since it was really the great. Booked in advance and got a great rate. Arrived and you need to stop at the office to pay first. After paying and getting a ticket u wait in the car until a shuttle comes to guide u to a parking spot. Then u can get on the shuttle right away. Took 8 min to airport. Great free day staff. My flight was delayed and arrival time was an hour late than specified when I booked but not hassles and didn't charge me extra. Called them after passing customs and waited outside. They came within 10 minutes. Great service but the lot is unpaved. Tipped them nicely for the great experience. Will definitely go to them again.,Positive
"I have used this service several times. It's much cheaper than the main airport parking and the service is great. Every time I have been here, the staff have been incredibly courteous and helpful. Will totally use them again!",Positive
Yeah we loved this place! The guys are awesome and a great deal. They took us right to our car. I did not upgrade to the valet service - did not want to leave my keys. They drove me back to my parking space both times anyway. Would use again. No problems with car.,Positive
"Just got back from a trip and using Skyway Park. Used their online reservation system which was easy to use (I reserved just before i left the house). Service was friendly at the lot, and very quick. Shuttle led us to a parking spot, and waited for us to get out of the car and driver helped us load gear into the shuttle. Ride was about 5 minutes (closer than Park and Fly economy). Shuttle was nothing special, but clean and I wasn't concerned about it falling apart - pretty much all i need for such a short ride. On return, just called the number and someone came to pick up within minutes. Drove us right to the car and ensured we could start the car. The lot is unpaved so a bit bumpy, but its not in terrible shape, and no worse than other paved lots that are full of potholes. Overall, was very happy with the lot given the service and a very good price ($45 after tax) and I'd definitely use them again. edit: I'd recommend using their online reservation system because I believe it is cheaper than their regular posted rates on drive up. It's free and they don't charge you until you get there anyway.",Positive
"We got back after a major snow storm. The driver was nice enough to lend us a brush to clear our car and he also waited to make sure that our car started. I've parked here a few times because it's great value, it's close enough to Pearson (5-10 mins) and we don't have to wait too long for it to pick us up after we collect our bags (5-10 mins at a specific pillar). I'll continue to use them.",Positive
"We recently used Skyway Park when flying out of Pearson for a vacation. We'd be gone for 8 days and needed an affordable and secure place to keep the car when we where gone. It was super easy and convenient! You can complete the reservation online, give them your departure and arrival times and done. They have a little shuttle that will pick you up right at your car in their parking lot (super convenient when you are wearing sandals and summer clothes so you don't roast when you get off the plane in the tropics, but it just decided to finally snow the night of your departure) and take you to your terminal for check-in. Same deal coming back. We gave them a call once we were through customs and they were right there when we got outside. No waiting! I was amazed. Bonus points for the shuttle guy who gave us a boost when our battery had died over the week we were gone!",Positive
"I had the displeasure of meeting one of Steve's employees (although he was driving a truck that said Maple Roadside Assistance), and got a first hand look at this company's horrible customer service and incompetence. Reading some of the other reviews, it seems many of the employees, and perhaps the owner himself, may have a disregard for other people's time and safety. The employee, a young South Asian guy whose name I did not get, was feebly trying to hook up his tow to a SUV in an apartment complex parking lot. He positioned his truck right in front of the driveway entrance in a way where no cars could pass by him. I give the guy a bit of slack, assuming that he would probably soon as he just needs to get the car hooked up. Nope. About 20-25 minutes later, me and about 7 other cars are still waiting in our running cars while this bozo takes his time to do something I assume an actual trained professional would have completed much sooner. He's walking back and forth literally trying to kick his towing equipment into place, with the car visibly wobbling at every moment. It's pretty clear at this point that this guy has no clue what he is doing, and/or he is using very cheap equipment. As annoyed as I was, I still ask the guy politely how much longer he will be. His response is that he will ""take as much time as he wants."" I point out to him that here are 8 cars waiting for him to move, in which he yells that he ""doesn't care!"" After I ask the guy what his name is, he yells ""Asshole!"" Dude, I asked you what your name is, not what you are. Anyway, the guy turns around, and he's wearing a vest that says Steve's Towing, so here we are... Use this towing company if you want to deal with rude employees who don't seem to know how to actually tow cars.",Negative
"Wow, worst customer service in a company I've ever seen. Steve is a complete jerk for absolutely no reason. They run a very unethical practice and overcharge people for services no other company would overcharge for. Cars are kept in bad condition, rest of staff is really rude as well. Steve himself is extremely arrogant, hard to deal with, and really rude. I was told one price by the towing guy and ended up having to pay almost $400 more. Worst experience of my life, they don't even deserve one star.",Negative
Horrible service bunch of crooks working this establishment including the owner and his posse of criminals. One of our trucks broke down on the 401 and we had already contacted the company we deal with for our towing and they were on the way. A tow truck driver named Diether pulled up behind our truck and contacted the OPP after we had told him we did not need his companies services as they have a horrible reputation in the trucking industry. The OPP works in cahoots with Steve's towing and gave them authority to tow us and charge us $6000 for a tow we would have paid $1500 for. Our truck was on the shoulder and out of the way of traffic. The tow truck we had contact arrived just as Steve's Towing started hooking up our truck. The OPP should look into their members who are being contacted directly by Steve's towing and vice versa. This is a ridiculous scam operation costing businesses and individuals thousands of dollars. I am willing to make an official police report after this incident. I am aware of three other companies who paid an extra $5000 when the OPP forced them to deal with Steve's Towing. Hopefully this review and our complaint does not go on dead ears as there should be criminal charges for those involved in this illegal operation.,Negative
Some jerked cut me off on the highway and I ended up hitting the guard rail. Dick! Shitty day to say the least. Tow truck from Steve's towing picked us up and it was as great of an experience as one could expect after getting into an accident. The woman who owned the place made us feel comfortable and took our mind off things. Got a us a comparable rental and the work was done pretty quick. Highly recommended and will be back for the rest of my repairs moving forward. Thanks Steve's!,Positive
"Provided great service...got into an accident on 427, tow truck lifted the car. Took it too steves auto collision, was provided a rental while my car got fixed.",Positive
Picked up me on 401 exiting to the DVP after someone rear ended me. They were super professional took me straight their own bodyshop and got me a rental car right away. The even fixed my windshield chip and detailed my car. Love them,Positive
"http://www.torontosun.com/2015/12/07/tow-truck-road-rage-caught-on-video watch the video--remember the owner of this business Steve Pillay claimed this after seeing it We did not do anything wrong ... It's not like he's trying to put anyone in danger."" You don't have to give your business to a company that clearly has no respect for you on the road",Negative
"Terrible. Unethical. Vultures. Got in to an accident on the 401 and they jumped on my vehicle. Took it to their shop. Even after my insurance company said they'll take over and even after I gave them my authorization to release the car to my insurance company, they refused. It wasn't until I physically went down there that they finally relented. Never had an experience like this before. If they tell you you have to sign something to release your car, ITS A LIE! Do NOT sign anything with these criminals. One star is too many.",Negative
"Another place i wish i could give zero stars too. Very overpriced services (hundreds for breaks) and they made me come back a few days later because it was very obvious they had forgotten to do something. They lies on the phone saying it is protocol to have cars come back a few days later to check on them...come on liars just be honest and admit you messed up. They are not transparent at all and maybe it is because I was a woman - hate to go there but you all totally lived up to the stereotype. I have way more respect for people who are honest not those who pull wool over eyes. When I asked what they were doing exactly they just brushed it off and didn't give me a breakdown. They seem like gal group of immature boys running a sham business. Thushan is the manger and not very good with people or transparency which is a huge shame. While taking more time out of a second day to come back and have then corrwct their own mistame I also heard Thushan ordering a part on the phone for my car so it's very obvious they over charge, do shoddy work and are dishonest....this just adds to the mechanic crook stereotype. Jiffy lube on hwy 7 will recommend this place but I highly suggest you do not. Message me and I will share a much better mechanic who is not a crook and treats people respectfully. I'll never give this place another cent or look.",Negative
"Took my car in for an oil change at IMechanic around the corner and they informed me that my front tires were bald (like down to the rim bald). He recommended that I immediately change my tires. Asked him for a referral but he didn't recommend anyone. Jumped on Google and called a couple of companies. None of them had my tires in stock (I drive a Smart car and it's hard to find what I needed)...until I got a hold of Superior. I arrived there at 11:30 and drove my car out at 4:15. Thankful I live close to walk home during the wait. All in all, great service, great prices. I will be back when duty calls.",Positive
"Bought a Groupon to get my car alligned. It was frustrating to get an appointment; called multiple times before getting an appointment. I showed up at the appointment to be told they couldn't do it at that time so we ended up waiting for over an hour. By the time the car was done, half of my day off was wasted. If you value your time, don't bother coming here.",Negative
Book an alignment over a month ago. Was told it would be an hour wait. 30 mins goes by just to be told they'll have to send it out. They took my car over to Markham Laidlaw Auto Centre where I had to wait another hour. I just wanted my car back but they kept saying it's in the rack.,Negative
"Had new tires installed, balance job was poor and the car would shake at highway speeds. I was out of town and couldn't bear the shaking anymore and haf the wheels rebalanced at a crappy tire of all places and the shaking went away.",Negative
"One of the best or the best shop in Markham! Staff is the reason why my family comes back for ""Superior"" service. Cost is very reasonable, options on parts are always given, waiting time is always informed and last but not least the mechanic will show you what needs to be done and why it's being done. I would definitely refer this shop among friends and family.",Positive
"Excellent place for tires and minor work. Had a set of tires installed by them and they had the best price in the GTA. When they were installed, alignment was extra but the adjustment was so minor that they didn't charge me for it. I've recommended a few people since and they've all gone there for tires or work and have been extremely satisfied. Mike is a stand-up guy - very honest and understanding. Not many business are like this anymore. Highly recommended.",Positive
"Nothing wrong here from my experiences. Got what i wanted, got cash back as well, standard gas station with a standard car wash.",Positive
"Usually they offer a good service in the car wash. Lately sucks! Even the supervisor. An Asian guy don't care about customer service. Today, after 20 minutes, nobody touch my car. I just left.",Negative
Went to Terrible Car Wash in the Drive thru on Charleston and Nellis. And when I came out and parked to Dry my Truck off and Noticed scratches form the Brushes deep and long scratches on both sides of my truck. I did a report. And the following day they called me. So I drove my Truck for the management to look at and he said oh no that didn't happen at my Car Wash. So now I'm fighting them through my insurance company. And that the only car wash I go to. Because it's close to the house. So if you go through there car washes be sure to take a picture before you go through. Because they will denie you claim and damage.,Negative
It lives up to its name. TERRIBLE! I paid $17 for the wash and the main purpose was to have the interior windows cleaned. After tipping $5 and pulled off neither the front nor the rear windows were touched. I had to go back and get them to redo it. I will never go there again.,Negative
"Not recommended. Dirt still remained inside and out. I have a white car, very easy to see where they missed, but apparently they just don't care. I give every business two chances, second try was worse than first. I wish you luck if you take your chances.",Negative
"I like that this station isn't busy. And the attendants are nice. The $8 car wash is soso but then again it's just $8. I should've gotten the more expensive wash but I was in a rush, next time. They have monthly deals for washes and you could bring your car in everyday! :P for $15/$30/$50",Positive
"It still truly amazes me with people who hold a manager title that have a complete lack of knowledge when it comes to customer service. The wash machine malfunctioned on my car. There was a really long line of cars so somewhat understandable that they couldn't get my car back in the line and I was in a rush. When the manager Daniel finally came out to talk to me the most important words in the customer service language ""I'm sorry"" never left his mouth. Thankfully the guy who was responsible for wiping down my car made up for it but still ended up driving away frustrated.",Negative
$31 plus $5 tip and nothing was cleaned on the inside and outside was only partialy cleaned. I would not use this place in the future. I can get the same results at a $5 car wash.,Negative
Best car wash in the city. Matt the manager and Daniel Asst manager are so amazing when it comes to my car and truck. Always making sure they look their best when I leave. Would recommend to everyone. Stop in and check them out.,Positive
"I started coming here about a year ago. The car washes were always great and I never had any issues. The last time I came here in December, they could have done a better job vacuuming and the steering wheel area was not dusted. I let it go, everyone has bad days. However, when I returned yesterday and paid $31 for the Gold Mine wash, I am extremely disappointed. My routine is to get my car wash and then head next door to the nail salon. Unfortunately, I did not notice the issues until I had gotten out of the nail salon and by that time the car wash was closed. The windshield was not wiped down at all; the entire dash board was not dusted and the tires left much to be desired. I have also contacted corporate and am looking forward to a response to mediate this situation. If you still choose to get your car wash here, I'd highly recommend examining the car before taking off. Update: I reached out via Corporate and Asst. Manager Daniel responded within a few hours. I went in yesterday to have it redone and they did a great job round two and apologized for the inconvenience.",Negative
"Would not recommend. Car wash scratched the trunk of my car during my first visit. When I showed the brush scratches to the attendant he said ""This car wash cannot scratch your car. It's impossible."" When I told him that my car was in perfect condition when I brought it in. He said, ""If the car wash scratched your car, it wouldn't happen in that spot."" Ok, so which is it? Will not return.",Negative
"One of my favorite places to get a car wash here in town. There's really not much good car wash places here in town, unfortunately, but for budget prices it's hard to beat Terrible Herbst Car Wash in Southern Highlands. I went and received their high-end car wash, which was about $31. You go through an automatic wash, but not before they scrub down your grill and wheels. Afterwards, your car goes through an automatic dryer and depending on what service you get, your vehicle gets cleaned (exterior and/or interior) by one of the many friendly staff-members. They took quite some time, about 25 minutes, to get my car ""quick-detailed"". But that's alright -- I don't think car washes should ever be rushed, especially if you're expecting things nice and tidy. When he was finished, I inspected my vehicle and I would say I was about 90% satisfied. The front and driver's side window had a few dirt marks that I eventually wiped off, although they should've taken care of this. Also, the rear view mirror still had liquid on it, and they didn't place the complimentary air freshener for me. Service-wise, I guess I could've given three stars. But I bumped up to four because it's a very affordable price and their top wash comes with a 5-day guarantee: bring it back within 5-days and they'll wash the car again, free of charge. This is an awesome guarantee to have, especially around now when the weather is unpredictable. No paperwork to show if you want to take advantage of this, as they registered your plate number upon entry. I'll come back again, for sure. I would say this is an ideal car wash to goto for your ""in-between"" washes. But don't expect your car to be fully detailed.",Positive
"From what I can find, this is the BEST carwash in Vegas. The take their time and pay attention to details. I have always been very happy with their washes.",Positive
"1 STAR ONLY BECAUSE I CANNOT GIVE THEM A ZERO! I leave my keys in the car in the ignition. This place takes my keys, pulls them out of the ignition for no reason and then smashes my wife's FOB to her car with the middle console (2 year old car). My car is finished and the wash guy hands me the keys and states he is sorry he broke my keys. I come to realize the top of the FOB is knocked off, the inside hidden key is missing, the ring to the key chain is broken, a plastic piece from the device is missing and now the key magically has been removed from off of the key chain! He told me he would get his supervisor Donnie Sinclair who immediately started on a rant how it was not their fault. The car wash boy said he placed the keys on the hood and looking there on the hood guess what we found? The broken plastic to the FOB! Still denying they did anything wrong I asked to have an incident report filled out. When asked where the key and metal casing was the boy stated he thought it was sucked into the vacuum. This is at roughly 3:30pm. The supervisor refused and kept trying to talk to me about how it was not their fault. He said he already magically reviewed the cameras and saw no liability. When asked if he could see INSIDE the vehicle he stated no but still insisted nothing happened. I pleaded to please just have an incident report done and to let me on my way because I had an appointment after and was washing the car for that purpose. He rambled on about how their was nothing he could do. Other people getting their car washed made comments what he was doing was not right. He went into his office and I followed begging to just get my incident report so I could leave. Then he lied about how the FOB would come out of his pocket and he was the owner of the location. After I checked him on the fact Terrible Herbst was the owner and directed him to do the right thing at 5pm, an hour and a half later he finally wrote up the incident and I walked out. My FOB is broken, the key was swallowed up in the vacuum and I had to purchase a new one. I called Terrible's corporate and they have not been in a hurry to do anything and are now not returning my calls. This is NOT how you do business. A warning for all who read this! Beware, this location lacks a moral compass and will not do right for its customers even when liability is certain. Had they left the key in the ignition and turned off the car this would not even be an issue. If not indemnified i will take these people to court for much more than my FOB. The best way a customer can show a company they disagree with their actions is to deny them patronage. I will not support a place that lacks the simple knowledge that customers are everything to a business and doing the right thing by them is an absolute necessity!",Negative
"Theresa is without a doubt the LAST person on earth who should ever be dealing with customers. Completely fucking RUDE- incompetent, and unaware of what's going on around her. Asked for her manager and she said ""I am store manager TRAINEE"" and when I mentioned calling corporate she told me they're just gonna blow it off and tell me exactly what she did. That's fine- hopefully they tell me a little more nice and respectful than she did! You know it's bad when you have to YELP a freaking gas station..",Negative
"Worst interior car wash I've ever paid for. Paid for the most expensive wash (30$), outside looks okay, but inside was barely cleaned. Still dusty, left a ton of garbage, worst vacuum job I've ever seen. Guy was proud he did it in 5 min, handed me the key and walked away before I could say anything. At this point, I wanted to explain the issues to him, but I'd be wasting my time lecturing a teenager that wouldn't care, and I was having a really good day. Next logical step is to ask the manager to have someone else clean it, but he was busy yelling at another customer because an employee broke his key fob, and the customer called the cops. So I decided to head home, get a new car wash tomorrow from a more reputable place, and cut my losses. By the way, this is my second time here, neither was a great experience, especially this one. I do not recommend going here, way too many other options to deal with this.",Negative
"I've had my car washed several times here. The first time there was a line left down the back of my truck that I pointed out to the guy, who proceeded to tell me it needed to be buffed out of the paint. When I got home I got it wiped off with a little elbow grease and a soft rag. The second time was excellent. Everything was clean and polished. Third time the outside was great, but the inside was spotty with some areas clearly missed. Today was great again, and the guy asked me to take a look to see if it was all to my satisfaction. Which it was. Today's experience was great and I hope they keep the quality consistent. The pricing is a bit high, but it also has to do with the neighborhood we're in I believe.ni used to go to the one by my work in Henderson and the prices were lower. Overall it's a good place, but make sure you are checking their work.",Positive
"This is probably the nicest, quietest, and cleanest convenience store around. The place is amazing! The staff is very friendly and the adjoining car wash is very nice and convenient. Being in Southern Highlands, it's also cool to watch the car wash workers work because they get a handful of exotic or luxury cars on a daily basis.",Positive
Excellent quick and friendly service. My car was filthy and they are really taking the time to clean it. Waiting area is nice and clean. Perfect neighborhood car wash. A couple of places to eat lunch are in the same center which makes the waiting game a lot easier. So glad I came here.,Positive
"Great easy convenient car wash, friendly, little on the expensive side but worth it. Be sure to print coupons from snwa website you get $2.00 off",Positive
"Fantastic service. Friendly employees. I go every week. Sometimes twice a week with the monthly pass. Totally worth the cost. If they miss something, which can happen, just tell them and they are happy to go thru the car with you.",Positive
"I went to this car wash because it was super close to my house and the reviews were great. I was willing to spend the money and splurge on a tip because my car needed a good bath. To my surprise, I was extremely disappointed. Here is why.... The exterior wash was great but a black mark was left uncleared on left rear panel. The worse was the interior.... The trunk was left un vacuumed. There was dust still left under door handles, cup holder, and on top of right side of dash. I paid for the most expensive wash and come to find the interior was not even cleaned for what I paid for. I even gave the guy a tip on top of the cost. I have gone elsewhere for less with a better job than what they did today. I don't think I'll be back unless I decide to clean my own interior. People were nice, exterior wash was good, interior clean was horrible and for that..... Very over priced.",Negative
"Outstanding service and the guys and girls at the car wash are the best. I purchased the monthly unlimited pass and it was worth it weight in gold. No scratches, markings or anything else like most other car washes. These guys actually seem to care about the job they do!",Positive
Worst car wash ever. Now we know why it is called Terribles. A couple of lazy guys with a hose dousing every few cars when they're not on their cell phones. A drive through car wash with very little soap that left the car a dirty sticky mess that we had to go wash elsewhere. Waste of money and time.,Negative
"I purchased the monthly car wash and have now been here twice. The first time I left a little disappointed, there were smudge marks all over my windows that I didn't catch til I had already left. The second time I came, I made sure to let them know to clean the inside of the Windows. This time around, they did a better job. The one thing I noticed both times is, there's this male employee that seriously doesn't look like he works. I see everyone working and he's ALWAYS on the side, in the shade either rapping or on his phone. Sucks to be busting your ass and see your coworker doing nothing but getting paid the same!",Positive
"This place gets really good buisness. Everytime I drive by they are always busy and I notice there's a lot of nice cars getting serviced as well so I thought I'd give it a try. I signed up for a monthly membership which is unlimited washes and full service. I've been here five times now and my car is never spotless. Having a black car you can notice everything. I can still see the product they use and the streaks left behind. They tell me my car's ready, I'm in my car and they are still whiping it. I wish they would just take their time. When I'm home I just take a wet and dry towel to tidy up and my car looks brand new. The price is excellent, two minutes from my house and such an fast process.",Positive
The station in general is very clean and welcoming. Car wash is inexpensive and they do a great job of care for your vehicle.,Positive
"This Little Hidden Gem is Located in the Southern Highlands area of Las Vegas, and is Situated in the Middle of Perks Cafe, 8th Avenue Pizza, and Capriotti's also in the area. This is a New Location, So not Everyone know about this place...Until Now, lol! This is your Typical Gas and Go Convenience Store, with Friendly Staff...but they do have a Car Wash. They do have Car Wash Specials ( ask inside for more details) Love this Place...Good Location, Friendly Staff, and a Car Wash? I'm Always filling up my Baby here!! =)",Positive
"Wonderful spot! Great service, good price at 29.00 plus get another car wash within five days for free! Only one thing I would like differently SHADE STRUCTURE for the people waiting for a full service car wash. Please please provide shade!",Positive
"Make sure you stop by and check out this brand new car wash. It's super fun and it does a great job! They have different colored bubbles and LED light effects which makes for a highly entertaining experience while doing something as mundane as going thru a drive-thru car wash. The manager told me there's only two of these type of car washes in the entire country so it's probably not like something you've seen before. They offer unlimited car washes for $15.99 a month for the exterior option, $29.99 for full service and $49.99 for supreme full service and you can go to any of the Terrible's car washes in town. It's a good deal. I'm definitely signing up.",Positive
I really HATE this place I've been living in the area for about 4 years and was so happy they gave us a convenience store that we didn't have to go all the way to Durango. But they SUCK howwwwww is the line always super long howwwwww do you not have change? How does the chick take a sip AND THEN start to ring people up when the line is all the way down the aisle. The employees get a F for effort except for the newest black guy he's cools everyone else is lazy and i get better service from a 711 and that's saying a lot,Negative
"Quite disappointed with the car wash. I like that the system is a touch free car wash, however I notice that it does not clean the car as well as other places in the area that uses different methods of brush free/touch free wash. I had to go elsewhere for a rewash. The windshield came out very spotty and there was a bit of spotting. I typically might not mind the windshield since I can do it myself, but the spotting on the body was particularly bad. I was getting the car ready for a show and it was very noticeable.",Negative
"This store just opened in May, 2017, and it is wonderful! Being new, it's certainly clean and well-stocked. It has a very nice selection of beverages including a Coca-Cola Freestyle machine (the big, red one with multiple brands and flavors.. Tip: Use the app to make your own mixes!). The car wash is a simple drive-thru. The gas pumps are not plain: They're the first I've ever seen that take Apple Pay! (Or Google/Samsung) How convenient! The police say using those options are much safer, especially since you don't have to pull your wallet out now. Apple Pay at the pump is incredulous, but prices are not as low as Sam's Club. Actually 30¢ higher! There are several selections of hot food items such as hot dogs and taquito type roll ups (Tornado brand), as well as nacho cheese and chili to apply. Really, the only negative I have seen, after several trips, is that they don't have the long, red, fat straws for drinks that 7-Eleven and even some other Terrible Herbst's have. That's a big, inconvenient disappointment, and one that will give me pause to come here for a fountain drink. Otherwise, I'll be back! Update: January, 2018 This store is failing. They still do not have any form of ice tea, whether at the Freestyle machine or the Gold Leaf dispenser other Terrible Herbst's have, still no fat straws, and perhaps most importantly, their cold beverage shelves are empty on a weekday morning (BEFORE the rush!). The store remains very clean, and Apple Pay is a huge plus, but a clean store with amazing payment options didn't mean much if you don't have the right things to buy. Very disappointing..",Positive
"Since opening date of this place I'm there. I was always going for the drinks coz I find that this is closest place that offers cold drinks (soda) in zero calories that you mix . Today cashier Juana gave me a very bad customer service, 1st she asked for my day and I said it's fine then she sarcastically said oh just ok, I kept my cool coz it's still early, so I smiled and continues to smile but again with sarcasm she said don't be so cheerful, then she asked me if want my receipt and I said yes, again with sarcasm you don't need this. She should not be working the counter if she's this rude to customers. Management should look in to this. I would if I'm the manager of this business. Poor training. I'm so disappointed. If there's a rating that's is no star I will give this place a zero. I'm not coming back.",Negative
"Absolutely the most frustrating ""convenience"" store. ALWAYS a line never not once were they staffed properly!! Today was my last time even bothering stopping. I get it if it was once in a while but it is every single time.",Negative
Car wash has literally broken while my vehicle has been inside twice and once whole waiting on the car in front of me. Customer service is terrible too. Guess the name fits.,Negative
"I walked into this Cheveron to grab a few things, I had my dog in my arms. The staff was amazing, with a quick and friendly check out and even gave my puppy a treat! Thank you! Wish I would have gotten names, but we will be back!",Positive
"8/25 Friday Night...9:50pm Absolutely terrible service! Went in for a couple drinks and there was 1 male cashier with 10 people in line. Once someone decided to come up and help they had the other cashier close with a very long line. I get breaks or shift changes, but at least get the line down first. In addition, the girl that came up was a tall darker skinned girl in a red shirt followed by a shorter girl in a blue shirt that was observing from behind. While ringing up customers they were chit chatting about their lives and the 3 jobs the one girl has, in the mean time we are all waiting in line having to listen to it!! For the area this gas station is in, I would expect a much higher level of service and gratitude toward the customers! I didn't even get a smile or a thank you! Won't be back, which sucks because I live up the street! Rather go to Freddy's! At least they tell me to have a fabulous day!",Negative
Filled up and requested car wash but no receipt printed and was advised to go in to get my receipt. This was a real inconvenience due to having kids in my car. Left without going in. Keep your receipt paper filled at the pumps!!!,Negative
"Great service! Great staff! Kerry was amazing at finding the problem with my brakes. With each vehicle, I can image it'd be difficult to pin point the problem. Kerry was attentive to what could be causing the noise on seemingly good brake pads and rotors. I appreciate his professionalism and knowledge. I'll definitely come back for any of my car's needs. And I highly recommend. Thank you!",Positive
"Left my car to be cleaned and a huge scratch appeared in my panel. Manager joe was rude and didn't even try to help me. Terrible service, rude manager and now I gotta go talk with my insurance company.",Negative
"Took my car in today to terrible Herbst to get it cleaned. Paid for a sheriff wash and got my car back looking worst than how it was. How is that possible?!I'm honestly so disappointed in this place. I called to talk to some about my service and I got the manager JOE, I was very pleasant and let him know that my car was not cleaned very well on the inside. When looking further, my car had not been touched at all on the inside. I let the manager JOE know and his response was and I quote "" I know who worked on your vehicle and he's old... he's on the verge of retirement and WE'RE trying to get him out of here.... Right before hanging up the phone on me. How do you talk about an employee like that? How do you treat your customers like that? Don't make excuses make it right. Like I said before I'm not angry but disappointed that I PAID for a services and was treated like I was asking for a favor.",Negative
The worst car wash and even worse manager I ever experienced today. $15 just for exterior and they don't even dry your car. Manager said that's how it is on the west coast however the Green Calley car wash people charge $8 for exterior and at least offer to dry your car. Never Again!,Negative
"Awesome service... Honest and helpful people... After I found these mechanics and lube shop 9 yrs ago, I send all my friends and family to Kerry, Marcos, Eric and the staff.",Positive
Stopped to buy cigarettes for the first time. The cashier asked for my ID. There is no way in the world I look under 21 years old and no need to hand her my driving license. This asinine rule is ridiculous when a person is clearly looks older than the legal age limit!!!! Never will I step foot on their property again!,Negative
"I wish there was a way to give this location a negative zero for their service (or the lack thereof) today. My mother made an appointment to get her car serviced. It was an 8a appt in which she even arrived early for. Marcos and Erick, who I thought would take of my mother's auto needs, dropped the ball so hard that it must have cleared 8ft down. They told her it was only for a diagnostic; shouldn't take too long. We'll give you a holler soon, they said. Nothing all day; no communication whatsoever from them. We called in the evening, spoke to another Eric (""the diagnoser"") and they hadn't even diagnosed the car. We had to go up to the garage and just pick up the car. Oh, finally Darryl did call us back an hour after our call. The excuse they gave us for the lack of communication was that Marcos went to school. They made us feel unimportant and they didn't apologize.",Negative
"Very simple... took my car because I hear a rattle noise thinking that it was the ""converter"". After the friendly staff checked my car. They told me that all it was a bold missing. Which I appreciated the honest friendly and helpful service. They did not charged me at all. Again ""HONEST SERVICE"" and yes I will recommend this location to all my friends. Keep the honestly",Positive
"First off I fired the terrible herbs team on trop and topaz. I never left that place with the same amount of bolts in my skid guard and I never saw the same employee twice... the Annie Oakley crew is top notch they focus on their job at hand and I didn't see any employees wander over to talk about Saturday nite while someone was work under my flawless 4runner!! I really like these guys, I know it's not rocket science but these guys do a great job and you don't have to worry about your vehicle in their hands!",Positive
Great customer service. Always friendly. The store is clean. They always discuss charges and recommendations prior to performing. Very good experience,Positive
"Very fast & professional service - Terrible's on Sunset/Annie Oakley Oil change was $49.99 and they gave me a free car wash as they do with every oil change. I also told them I had a check engine light on and they quickly diagnosed the problem. Then they came inside and told me what was wrong with my car, and fixed it for absolutely nothing. It was FREE! It wasn't something worth charging me for anyway as the problem seemed to be some lose screws connected to the gas pedal. They quickly fixed the problem and came in the waiting room and explained to me what had happened. I appreciate their courtesy as others would try to charge someone just to make an easy buck for something like that. I recommend this location to anyone who needs a quick oil change, tune up, has a problem with their vehicle, or simply wants a car wash. Everyone is friendly, smart, and professional.",Positive
"Just brought in 2 cars for oil changes. They were fast, cordial, and economical if u factor in the full service car wash and even a free drink. My new favorite place for oil changes!",Positive
"I came in for an oil change early Friday morning. There were so many cars that were being worked on in the Self-cleaning areas that I almost didn't stop in for my service. However, I was greeted right away once I pulled up. They had my oil change dine in about 30-40 min! It's been a few months since my last service so there were a few new faces. They all had nice and welcoming attitudes. The best part about getting my oil change here is the free car wash after. I didn't do a full car wash this time since I was on a hurry, but the free car wash covers an exterior wash and a basic exterior/interior wash.",Positive
Manager was a complete a****** my car got scratched out my mirror got nothing on the machine no apologies just complete room that never go there.,Negative
